job_title,job_type,job_categories,job_location,company_name,company_location,company_field,company_size,experience_needed,career_level,education_level,gender
A/P Accountant,Full Time,Accounting/Finance,"New Cairo, Cairo",Better Home,"Cairo, Egypt ",Real Estate/Property Management,100-499 Employees,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Male
Sales Representative,Full Time,Accounting/Finance,"Downtown, Cairo",Confidential Company,"Downtown, Cairo",Manufacturing,10-49 Employees,Min: 1 Max: 2,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Female
Accountant,Full Time,Accounting/Finance,"Heliopolis, Cairo",Confidential Company,"Heliopolis, Cairo",Manufacturing,10-49 Employees,Min: 1 Max: 2,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Both
Stock Controller,Full Time,Logistics/Supply Chain,"Cairo, Egypt",Nour Eldin Elsherif for Trading vehicles,"Alexandria, Egypt ","Automotive, Retail",100-499 Employees,Min: 1 Max: 2,Experienced (Non-Manager),Bachelor's Degree,Both
Senior Treasury Accountant,Full Time,Accounting/Finance,"10th of Ramadan City, Sharqia",Energya Cables,"Cairo, Egypt ","Construction - Industrial Facilities and Infrastructure, Manufacturing",500 Employees or more,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Both
Payable Accountant,Full Time,Accounting/Finance,"Badr City, Cairo",sofipack,"Cairo, Egypt ","Packaging and Containers, Plastics",100-499 Employees,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Both
Chief Accountant,Full Time,Accounting/Finance,"Cairo, Egypt",Home of Hope,"Cairo, Egypt ",Healthcare and Medical Services,100-499 Employees,Min: 1 Max: 2,Manager,Bachelor's Degree,Both
General Accountant,Full Time,Accounting/Finance,"Heliopolis, Cairo",sofipack,"Cairo, Egypt ","Packaging and Containers, Plastics",100-499 Employees,Min: 1 Max: 2,Experienced (Non-Manager),Bachelor's Degree,Male
Financial Manager,Full Time,Accounting/Finance,"Cairo, Egypt",Home of Hope,"Cairo, Egypt ",Healthcare and Medical Services,100-499 Employees,Min: 1 Max: 2,Manager,Bachelor's Degree,Both
Cost Accountant,Full Time,Accounting/Finance,"Nasr City, Cairo",Finest for Hospitality Integrated Solutions,"Cairo, Egypt ","Architectural and Design Services, Hospitality/Hotels, Logistics and Supply Chain",100-499 Employees,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Both
Accountant,Full Time,Accounting/Finance,"10th of Ramadan City, Cairo",Confidential Company,"10th of Ramadan City, Cairo",Manufacturing,10-49 Employees,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Male
Senior Receivable Accountant,Full Time,Accounting/Finance,"Gharbia, Egypt",Confidential Company,"Gharbia, Egypt",Manufacturing,10-49 Employees,Min: 7 Max: 10,Experienced (Non-Manager),Bachelor's Degree,Male
Accountant,Full Time,Accounting/Finance,"Heliopolis, Cairo",Filo car wash and detailing,Egypt ,Other - Not Classified,100-499 Employees,Min: 1 Max: 2,Experienced (Non-Manager),Bachelor's Degree,Both
Senior Accountant,Full Time,Accounting/Finance,"Maadi, Cairo",Agile Technologies ,"Cairo, Egypt ",Information Technology Services,50-99 Employees,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Both
Senior Treasury Accountant,Full Time,Accounting/Finance,"New Cairo, Cairo",Confidential Company,"New Cairo, Cairo",Manufacturing,10-49 Employees,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Both
Head OF Finance,Full Time,Accounting/Finance,"Badr City, Cairo",Al Nasayem,Egypt ,Manufacturing,50-99 Employees,Min: 7 Max: 10,"Senior Management (CEO, GM, Director, Head)",Bachelor's Degree,Both
Treasury Specialist,Full Time,Accounting/Finance,"Mokattam, Cairo",Ghalioungui ,"Cairo, Egypt ",Medical Devices and Supplies,100-499 Employees,Min: 1 Max: 2,Experienced (Non-Manager),Bachelor's Degree,Both
Credit Officer مسئول الائتمان,Full Time,Accounting/Finance,"Cairo, Egypt",Alaa El din insurance,"Cairo, Egypt ","Automotive, Insurance",10-49 Employees,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Both
Bank Accountant,Full Time,Accounting/Finance,"Heliopolis, Cairo",Confidential Company,"Heliopolis, Cairo",Manufacturing,10-49 Employees,Min: 7 Max: 10,Experienced (Non-Manager),Bachelor's Degree,Both
Senior Accountant,Full Time,Accounting/Finance,"Nasr City, Cairo",Finest for Hospitality Integrated Solutions,"Cairo, Egypt ","Architectural and Design Services, Hospitality/Hotels, Logistics and Supply Chain",100-499 Employees,Min: 7 Max: 10,Experienced (Non-Manager),Bachelor's Degree,Both
Credit & Collection Accountant,Full Time,Accounting/Finance,"Maadi, Cairo",LCM North Africa Middle East,"Cairo, Egypt ",Pharmaceuticals,10-49 Employees,Min: 1 Max: 2,Experienced (Non-Manager),Bachelor's Degree,Both
General Accountant,Full Time,Accounting/Finance,"Dokki, Giza",Concrete For Readymade Garments,"Giza, Egypt ","Apparel and Fashion, Manufacturing, Retail",500 Employees or more,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Both
Junior Product Owner,Full Time,Accounting/Finance,"New Cairo, Cairo",OdooTec,"Cairo, Egypt ","Computer Software, Information Technology Services, Consulting Services",10-49 Employees,Min: 0 Max: 1,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Both
GL Accountant,Full Time,Accounting/Finance,"New Cairo, Cairo",Innovera for Education Technology,"Cairo, Egypt ",Education,100-499 Employees,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Both
Senior Accountant,Full Time,Accounting/Finance,"Dokki, Giza",Talaat Moustafa Group,Egypt ,Manufacturing,500 Employees or more,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Both
Senior Accountant,Full Time,Accounting/Finance,"Mohandessin, Giza",AMLAK Finance - Egypt,"Giza, Egypt ",Financial Services,50-99 Employees,Min: 7 Max: 10,Experienced (Non-Manager),Bachelor's Degree,Both
Senior Accountant,Full Time,Accounting/Finance,"Heliopolis, Cairo",ElMehy Engineering Company,"Cairo, Egypt ","Chemicals, Pharmaceuticals",50-99 Employees,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Both
Accounts Receivable Supervisor,Full Time,Accounting/Finance,"Mokattam, Cairo",Ahmed El-Sallab,"Cairo, Egypt ",Retail,500 Employees or more,Min: 7 Max: 10,Manager,Bachelor's Degree,Both
Accounts Payable Specialist,Full Time,Accounting/Finance,"Heliopolis, Cairo",shawarmer,"Cairo, Egypt ",Food Services/Restaurants/Catering,10-49 Employees,Min: 1 Max: 2,Experienced (Non-Manager),Bachelor's Degree,Both
Compliance Manager,Full Time,Accounting/Finance,"Mohandessin, Giza",Tawzef,"Cairo, Egypt ","Human Resources, Recruitment and Staffing, Consulting Services",10-49 Employees,Min: 7 Max: 10,Manager,Bachelor's Degree,Both
General Accountant,Full Time,Accounting/Finance,"Heliopolis, Cairo",EME,"Cairo, Egypt ","Energy and Utilities, Engineering Services, Renewables and Environment",10-49 Employees,Min: 1 Max: 2,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Both
General Accountant,Full Time,Accounting/Finance,"Salam City, Cairo",Elbadry Auto,"Cairo, Egypt ",Automotive,10-49 Employees,Min: 1 Max: 2,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Both
Accounts Payable Accountant,Full Time,Accounting/Finance,"Mokattam, Cairo",Ghalioungui ,"Cairo, Egypt ",Medical Devices and Supplies,100-499 Employees,Min: 1 Max: 2,Experienced (Non-Manager),Bachelor's Degree,Both
Investment Banking Associate,Full Time,Accounting/Finance,"Dokki, Giza",Talaat Moustafa Group,Egypt ,Manufacturing,500 Employees or more,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Both
Collections/Customer Service Specialist,Full Time,Accounting/Finance,"Rehab City, Cairo",Talaat Moustafa Group,Egypt ,Manufacturing,500 Employees or more,Min: 1 Max: 2,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Both
Accounting & Admin Officer,Full Time,Accounting/Finance,"Abdeen, Cairo",Cimatheque - Alternative Film Centre,"Cairo, Egypt ",Broadcasting and Film,10-49 Employees,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Both
GL Accountant,Full Time,Accounting/Finance,"Nasr City, Cairo",OPPO Egypt ,"Cairo, Egypt ",Telecommunications,500 Employees or more,Min: 1 Max: 2,Experienced (Non-Manager),Bachelor's Degree,Both
Budget Officer - Junior,Full Time,Accounting/Finance,"New Cairo, Cairo",GUC,"Cairo, Egypt ",Education,100-499 Employees,Min: 0 Max: 1,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Both
Production Cost Controller,Full Time,Accounting/Finance,"Tebin, Cairo",Asfour for Mining and Refractories,"Cairo, Egypt ","Engineering Services, Manufacturing",500 Employees or more,Min: 1 Max: 2,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Both
Bank Accountant,Full Time,Accounting/Finance,"Smart Village, Giza",Al Watania Poultry,"Cairo, Egypt ","FMCG, Food and Beverage Production",500 Employees or more,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Male
Accounting Manager - (Manufacturing),Full Time,Accounting/Finance,"Giza, Egypt",Luna Group,"Cairo, Egypt ","Cosmetics, Manufacturing",500 Employees or more,Min: 7 Max: 10,Manager,Bachelor's Degree,Both
General Accountant,Full Time,Accounting/Finance,"Heliopolis, Cairo",Everlast,"Cairo, Egypt ",Healthcare and Medical Services,10-49 Employees,Min: 1 Max: 2,Experienced (Non-Manager),Bachelor's Degree,Both
Financial Accountant,Full Time,Accounting/Finance,"Cairo, Egypt",Milestone,Egypt ,Logistics and Supply Chain,10-49 Employees,Min: 1 Max: 2,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Both
Internal Auditor,Full Time,Accounting/Finance,"Sheikh Zayed, Giza",Quattro Trading & Services,"Cairo, Egypt ","Apparel and Fashion, Furniture, Retail",100-499 Employees,Min: 0 Max: 1,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Both
Consolidation Senior Accountant,Full Time,Accounting/Finance,"6th of October, Giza",Ghabbour Auto,"Cairo, Egypt ","Automotive, Logistics and Supply Chain, Manufacturing",500 Employees or more,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Both
Regional Finance Senior Accountant,Full Time,Accounting/Finance,"6th of October, Giza",Ghabbour Auto,"Cairo, Egypt ","Automotive, Logistics and Supply Chain, Manufacturing",500 Employees or more,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Both
General Accountant,Full Time,Accounting/Finance,"6th of October, Giza",Chemitex Egypt for Trading & Agencies S.A.E.,"Alexandria, Egypt ","Chemicals, Import and Export",10-49 Employees,Min: 1 Max: 2,Experienced (Non-Manager),Bachelor's Degree,Both
Accountant,Full Time,Accounting/Finance,"Nasr City, Cairo",Infotech,"Cairo, Egypt ","Business Services - Other, Market Research, Research",10-49 Employees,Min: 1 Max: 2,Experienced (Non-Manager),Bachelor's Degree,Both
Accountant,Full Time,Accounting/Finance,"Downtown, Cairo",NTS Group,"Cairo, Egypt ",Travel and Tourism,100-499 Employees,Min: 1 Max: 2,Experienced (Non-Manager),Bachelor's Degree,Both
Accountant,Full Time,Accounting/Finance,"New Cairo, Cairo",Saint-Gobain,Egypt ,Manufacturing,100-499 Employees,Min: 1 Max: 2,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Both
Financial Analyst,Full Time,Accounting/Finance,"Qantarah Sharq, Ismailia",Sinai University,"North Sinai, Egypt ",Education,500 Employees or more,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Both
Finance Manager,Full Time,Accounting/Finance,"Mohandessin, Giza",Confidential Company,"Mohandessin, Giza",Manufacturing,10-49 Employees,Min: 10 Max: 15,Manager,Bachelor's Degree,Male
Costing Manager (Accountant),Full Time,Accounting/Finance,"Bourj Alarab, Alexandria",Confidential Company,"Bourj Alarab, Alexandria",Manufacturing,10-49 Employees,Min: 3 Max: 5,Manager,Bachelor's Degree,Both
Financial Analysis Manager,Full Time,Accounting/Finance,"6th of October, Giza",Confidential Company,"6th of October, Giza",Manufacturing,10-49 Employees,Min: 10 Max: 15,Manager,Bachelor's Degree,Both
Financial Manager,Full Time,Accounting/Finance,"Heliopolis, Cairo",Confidential Company,"Heliopolis, Cairo",Manufacturing,10-49 Employees,Min: 7 Max: 10,Manager,Bachelor's Degree,Both
Accountant (Warehouse),Full Time,Accounting/Finance,"Nasr City, Cairo",Naguib Selim,"Cairo, Egypt ",Textile and Clothing,100-499 Employees,Min: 1 Max: 2,Experienced (Non-Manager),Bachelor's Degree,Both
Talent Management Section Head ( L&D and Performance),Full Time,Human Resources,"Sheikh Zayed, Giza",Baheya Group For Hospitals and Projects,"Giza, Egypt ","Health, Wellness and Fitness",500 Employees or more,Min: 3 Max: 5,Manager,Bachelor's Degree,Both
Accounting Manager (English Speaking),Full Time,Accounting/Finance,"Cairo, Egypt",Confidential Company,"Cairo, Egypt",Manufacturing,10-49 Employees,Min: 7 Max: 10,Manager,Bachelor's Degree,Both
Accounts Receivable Accountant,Full Time,Accounting/Finance,"Abbassia, Cairo",PINKY LOLLYPOP,"Cairo, Egypt ","Apparel and Fashion, Textile and Clothing, Retail",100-499 Employees,Min: 1 Max: 2,Experienced (Non-Manager),Bachelor's Degree,Both
Administrative Assistan,Full Time,Administration,"Alexandria, Egypt",GranTech Group ,"Alexandria, Egypt ","Computer Software, Construction - Residential & Commercial/Office, Real Estate/Property Management",100-499 Employees,Min: 1 Max: 2,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Both
Registrar Officer,Full Time,Administration,"Sheikh Zayed, Giza",Nile University,"Giza, Egypt ",Higher Education,50-99 Employees,Min: 0 Max: 1,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Both
HR Specialist,Full Time,Administration,"New Cairo, Cairo",Bydotpy,"Cairo, Egypt ","Computer Software, Information Technology Services",10-49 Employees,Min: 1 Max: 2,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Both
Document Controller (DC),Full Time,Administration,"Downtown, Cairo",MH-Group,"Giza, Egypt ",Construction - Residential & Commercial/Office,100-499 Employees,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Male
Purchasing Executive (cosmetic or pharmaceutical industry),Full Time,Administration,"Maadi, Cairo",Nutriti Pharma,"Giza, Egypt ","Medical Devices and Supplies, Pharmaceuticals",50-99 Employees,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Both
quality call center agent,Full Time,Administration,"New Cairo, Cairo",Shifa Egypt,"Cairo, Egypt ",Healthcare and Medical Services,500 Employees or more,Min: 1 Max: 2,Experienced (Non-Manager),Bachelor's Degree,Both
Front Desk Receptionist,Full Time,Administration,"Nasr City, Cairo",Darna Developments ,"Cairo, Egypt ","Construction - Residential & Commercial/Office, Real Estate/Property Management",50-99 Employees,Min: 1 Max: 2,Experienced (Non-Manager),Bachelor's Degree,Both
Commercial Director,Full Time,Business Development,"Cairo, Egypt",Orient,"Cairo, Egypt ",Chemicals,100-499 Employees,Min: 10 Max: 15,"Senior Management (CEO, GM, Director, Head)",Bachelor's Degree,Both
Admin Assistant,Full Time,Administration,"New Capital, Cairo",Global Academic Foundation Hosting University of Hertfordshire UH,"Cairo, Egypt ",Higher Education,100-499 Employees,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Both
Customer Relations Manager - CRM,Full Time,Administration,"Abu Rawash, Giza",Confidential Company,"Abu Rawash, Giza",Healthcare and Medical Services,10-49 Employees,Min: 7 Max: 10,Manager,Bachelor's Degree,Both
Senior Human resources generalist,Full Time,Administration,"10th of Ramadan City, Sharqia",Confidential Company,"10th of Ramadan City, Sharqia",Healthcare and Medical Services,10-49 Employees,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Both
Senior Recruitment specialist,Full Time,Administration,"10th of Ramadan City, Sharqia",Confidential Company,"10th of Ramadan City, Sharqia",Healthcare and Medical Services,10-49 Employees,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Both
Executive Secretary (Sharm Al-Sheikh),Full Time,Administration,"Sharm Alsheikh, South Sinai",Talaat Moustafa Group,Egypt ,Healthcare and Medical Services,500 Employees or more,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Both
Customer Service Representative / Admin.,Full Time,Administration,"Cairo, Egypt",Edu-Zone,"Cairo, Egypt ",Education,1-9 Employees,Min: 1 Max: 2,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Both
Administrative Executive,Full Time,Administration,"Nasr City, Cairo",The Master Gate,"Cairo, Egypt ","Marketing and Advertising, Online Media",50-99 Employees,Min: 1 Max: 2,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Female
Human Resources Supervisor,Full Time,Administration,"Nasr City, Cairo",The Master Gate,"Cairo, Egypt ","Marketing and Advertising, Online Media",50-99 Employees,Min: 7 Max: 10,Experienced (Non-Manager),Master's Degree,Both
Executive Administrative Assistant,Full Time,Administration,"Giza, Giza",Confidential Company,"Giza, Giza",Healthcare and Medical Services,10-49 Employees,Min: 3 Max: 5,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Female
Customer Care - American Company,Full Time,Customer Service/Support,"Nasr City, Cairo",ClearOrtho,"Cairo, Egypt ","Cosmetics, Healthcare and Medical Services, Internet/E-commerce",10-49 Employees,Min: 1 Max: 2,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Female
Managing Director's Office Manager,Full Time,Administration,"Sheikh Zayed, Giza",Confidential Company,"Sheikh Zayed, Giza",Healthcare and Medical Services,10-49 Employees,Min: 1 Max: 2,Experienced (Non-Manager),Bachelor's Degree,Both
Administration Manager,Full Time,Administration,"Sheikh Zayed, Giza",Confidential Company,"Sheikh Zayed, Giza",Healthcare and Medical Services,10-49 Employees,Min: 3 Max: 5,Manager,Bachelor's Degree,Both
Receptionist,Full Time,Administration,"Abu Rawash, Giza",Monginis Food Industries & Services,"Giza, Egypt ","FMCG, Food and Beverage Production, Food Services/Restaurants/Catering",500 Employees or more,Min: 1 Max: 2,Experienced (Non-Manager),Bachelor's Degree,Both
Personal Assistant - (New Cairo),Part Time,Administration,"Cairo, Egypt",Confidential Company,"Cairo, Egypt",Healthcare and Medical Services,10-49 Employees,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Female
HR Generalist (6th Of October),Full Time,Administration,"6th of October, Giza",Confidential Company,"6th of October, Giza",Healthcare and Medical Services,10-49 Employees,Min: 3 Max: 5,Experienced (Non-Manager),Bachelor's Degree,Both
HR Generalist,Full Time,Administration,"Maadi, Cairo",Lirten,"Cairo, Egypt ","Marketing and Advertising, Computer Software, Information Technology Services",10-49 Employees,Min: 1 Max: 2,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Both
